9112, -17.91, -22.84, 4.71, -0.04, 3.41
9143, -13.84, -18.92, -0.82, 0.00, 11.30
9172, -24.60, -12.76, 2.08, 0.20, 0.71
9203, -21.07, -10.17, 1.06, 0.47, 15.46
9234, -20.04, -7.59, 2.51, 0.82, 12.20
9265, -6.11, 16.99, -5.61, 2.75, -2.08
9295, -18.62, 33.21, 10.20, 1.96, -0.43
9326, -28.07, 39.41, 3.77, 1.61, 0.90
9356, -20.79, 34.89, -1.92, 0.98, 7.10
9387, -26.26, 34.86, 4.63, 1.61, 3.02
9417, -20.40, 29.11, -1.77, -0.43, 9.38
9448, -16.40, 26.09, 0.08, 2.59, 20.04
9478, -26.88, 6.87, 4.82, -2.20, 0.24
9518, -22.53, 5.58, 0.47, -0.24, 5.92
9548, -17.91, 5.60, 0.31, 1.45, 18.24
9578, -19.36, -5.84, 0.63, -1.80, 1.18
9609, -14.59, -2.61, -2.86, 4.20, 20.04
9656, -13.46, -1.23, -1.02, 1.88, 18.71
9690, -5.46, -0.13, -3.57, 0.43, 5.06
9720, -6.46, 1.18, 1.57, 2.31, 20.04
9751, -14.05, -29.71, 13.06, -2.24, -8.47
9782, -8.93, -23.84, -4.00, 2.24, 20.04
9811, -19.93, -49.90, 7.57, -1.29, -3.92
9842, -10.93, -39.75, -15.02, 4.35, 20.04
9873, -21.87, -55.05, 11.41, -3.10, -1.73
9904, -10.83, -43.67, -16.16, 5.45, 20.04
9942, -16.09, -37.93, 9.06, -2.24, 16.44
9972, -25.88, -60.10, 5.02, -0.55, -1.10
10003, -17.62, -49.06, -8.98, 2.59, 20.04
10034, -26.73, -64.67, 8.00, -3.41, -2.71
10064, -18.20, -52.37, -6.35, 2.90, 16.67
10095, -14.02, -42.69, 0.24, 1.84, 15.65
10126, -7.41, -34.61, -2.90, 0.55, 5.06
10156, -3.55, -26.90, -2.59, 3.14, 17.26
10186, -10.98, -22.75, 9.22, -0.35, 7.57
10217, -22.09, -39.20, 3.02, -1.41, -0.59
10248, -15.06, -31.10, -4.47, 2.47, 16.59
10278, -11.71, -24.24, -4.16, 3.18, 20.04
10318, -6.88, -18.01, -6.35, 3.30, 20.04
10349, -20.45, -26.96, 10.55, -2.47, 1.10
10379, -25.41, -26.25, 7.18, -2.98, 7.53
10409, -25.98, -27.78, 1.45, -1.37, 2.04
10440, -17.63, -23.99, -4.43, -1.10, 11.38
10471, -4.99, -14.53, -7.65, 3.37, 6.39
10518, -14.22, -11.83, 9.61, -0.12, 8.79
10552, -23.68, -9.90, 9.41, -0.24, 4.31
10583, -31.25, -7.84, 16.40, 0.08, 13.06
10613, -29.62, -6.07, 5.14, 0.04, 10.75
10644, -32.49, -4.39, 10.87, 0.08, 9.22
10675, -30.98, -2.49, 6.39, 1.22, 16.95
10717, -21.83, -2.64, -2.98, -0.59, 6.24
10752, -13.78, 0.14, -0.90, 0.67, 4.20
10782, -20.17, 3.69, 3.53, 0.86, 2.94
10813, -18.40, -6.70, 0.20, -2.04, 1.45
10844, -10.33, -4.25, -8.63, 1.88, 20.04
10874, -12.46, -4.44, 4.24, -1.06, 8.43
10905, -6.11, -3.68, -6.79, -0.71, 20.04
10937, -9.68, -2.23, 4.75, 0.59, 10.79
10968, -9.30, -1.04, 2.16, 0.67, 14.67
10998, -5.09, -0.28, -3.80, 0.24, 15.81
11029, -13.27, 17.38, 1.45, 0.94, -0.08
11060, -15.59, 18.78, 2.20, 1.41, 3.77
11090, -19.06, 14.43, 3.96, -1.02, 5.88
11130, -14.36, 10.88, -0.39, -0.94, 6.00
11161, -6.57, 10.00, -2.94, 0.27, 5.02
11192, -1.86, 11.10, -1.37, 0.94, 3.88
